GEO_ID,NAME,Total Population,Asian-Indian,Asian-Indian-Proportion,Chinese,Chinese-Proportion,Filipino,Filipino Proportion,Japanese,Japanese-Proportion,Korean,Korean-Proportion,Vietnamese,Vietnamese-Proportion
0500000US30013,"Cascade County, Montana",84423,134,0.159%,295,0.349%,272,0.322%,29,0.034%,40,0.047%,19,0.023%
0500000US30015,"Chouteau County, Montana",5897,0,0.000%,0,0.000%,17,0.288%,3,0.051%,6,0.102%,0,0.000%
0500000US30017,"Custer County, Montana",11957,0,0.000%,10,0.084%,0,0.000%,0,0.000%,2,0.017%,27,0.226%
0500000US30019,"Daniels County, Montana",1535,0,0.000%,15,0.977%,0,0.000%,0,0.000%,10,0.651%,0,0.000%
0500000US30021,"Dawson County, Montana",8915,0,0.000%,0,0.000%,0,0.000%,1,0.011%,0,0.000%,0,0.000%
0500000US30023,"Deer Lodge County, Montana",9435,0,0.000%,15,0.159%,10,0.106%,20,0.212%,0,0.000%,0,0.000%
0500000US30025,"Fallon County, Montana",2941,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30027,"Fergus County, Montana",11496,96,0.835%,0,0.000%,0,0.000%,0,0.000%,79,0.687%,0,0.000%
0500000US30029,"Flathead County, Montana",105950,147,0.139%,216,0.204%,232,0.219%,84,0.079%,133,0.126%,41,0.039%
0500000US30031,"Gallatin County, Montana",119685,319,0.267%,710,0.593%,197,0.165%,121,0.101%,74,0.062%,15,0.013%
0500000US30033,"Garfield County, Montana",976,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30035,"Glacier County, Montana",13781,5,0.036%,0,0.000%,52,0.377%,6,0.044%,10,0.073%,0,0.000%
0500000US30037,"Golden Valley County, Montana",841,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30039,"Granite County, Montana",3368,0,0.000%,22,0.653%,0,0.000%,0,0.000%,8,0.238%,0,0.000%
0500000US30041,"Hill County, Montana",16238,0,0.000%,0,0.000%,2,0.012%,0,0.000%,0,0.000%,39,0.240%
0500000US30043,"Jefferson County, Montana",12273,0,0.000%,0,0.000%,0,0.000%,10,0.081%,39,0.318%,0,0.000%
0500000US30045,"Judith Basin County, Montana",2039,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30047,"Lake County, Montana",31509,7,0.022%,15,0.048%,78,0.248%,14,0.044%,4,0.013%,39,0.124%
0500000US30049,"Lewis and Clark County, Montana",71487,174,0.243%,24,0.034%,85,0.119%,38,0.053%,107,0.150%,0,0.000%
0500000US30051,"Liberty County, Montana",1993,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30053,"Lincoln County, Montana",20157,12,0.060%,0,0.000%,52,0.258%,12,0.060%,0,0.000%,0,0.000%
0500000US30055,"McCone County, Montana",1746,0,0.000%,0,0.000%,5,0.286%,0,0.000%,27,1.546%,0,0.000%
0500000US30057,"Madison County, Montana",8742,0,0.000%,4,0.046%,3,0.034%,67,0.766%,0,0.000%,0,0.000%
0500000US30059,"Meagher County, Montana",1948,0,0.000%,0,0.000%,5,0.257%,0,0.000%,0,0.000%,0,0.000%
0500000US30061,"Mineral County, Montana",4652,0,0.000%,19,0.408%,5,0.107%,0,0.000%,0,0.000%,3,0.064%
0500000US30063,"Missoula County, Montana",118541,22,0.019%,517,0.436%,698,0.589%,143,0.121%,144,0.121%,77,0.065%
0500000US30065,"Musselshell County, Montana",4924,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30067,"Park County, Montana",17320,9,0.052%,23,0.133%,3,0.017%,0,0.000%,19,0.110%,0,0.000%
0500000US30069,"Petroleum County, Montana",416,0,0.000%,2,0.481%,0,0.000%,6,1.442%,0,0.000%,0,0.000%
0500000US30071,"Phillips County, Montana",4233,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30073,"Pondera County, Montana",5987,0,0.000%,0,0.000%,0,0.000%,4,0.067%,0,0.000%,0,0.000%
0500000US30075,"Powder River County, Montana",1773,0,0.000%,0,0.000%,0,0.000%,23,1.297%,0,0.000%,0,0.000%
0500000US30077,"Powell County, Montana",6998,0,0.000%,47,0.672%,59,0.843%,0,0.000%,0,0.000%,0,0.000%
0500000US30079,"Prairie County, Montana",1283,0,0.000%,0,0.000%,0,0.000%,17,1.325%,34,2.650%,0,0.000%
0500000US30081,"Ravalli County, Montana",44876,0,0.000%,0,0.000%,104,0.232%,0,0.000%,36,0.080%,0,0.000%
0500000US30083,"Richland County, Montana",11366,0,0.000%,1,0.009%,9,0.079%,0,0.000%,0,0.000%,0,0.000%
0500000US30085,"Roosevelt County, Montana",10799,0,0.000%,22,0.204%,49,0.454%,4,0.037%,4,0.037%,0,0.000%
0500000US30087,"Rosebud County, Montana",8310,0,0.000%,0,0.000%,49,0.590%,0,0.000%,0,0.000%,0,0.000%
0500000US30089,"Sanders County, Montana",12615,0,0.000%,6,0.048%,2,0.016%,0,0.000%,0,0.000%,15,0.119%
0500000US30091,"Sheridan County, Montana",3700,0,0.000%,0,0.000%,1,0.027%,0,0.000%,0,0.000%,0,0.000%
0500000US30093,"Silver Bow County, Montana",35306,0,0.000%,18,0.051%,46,0.130%,0,0.000%,8,0.023%,2,0.006%
0500000US30095,"Stillwater County, Montana",8978,0,0.000%,23,0.256%,7,0.078%,0,0.000%,0,0.000%,0,0.000%
0500000US30097,"Sweet Grass County, Montana",3697,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30099,"Teton County, Montana",6238,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US30101,"Toole County, Montana",5018,30,0.598%,4,0.080%,0,0.000%,11,0.219%,0,0.000%,0,0.000%
0500000US30103,"Treasure County, Montana",680,0,0.000%,0,0.000%,8,1.176%,0,0.000%,0,0.000%,0,0.000%
0500000US30105,"Valley County, Montana",7552,0,0.000%,0,0.000%,1,0.013%,3,0.040%,0,0.000%,0,0.000%
0500000US30107,"Wheatland County, Montana",2060,0,0.000%,0,0.000%,8,0.388%,0,0.000%,0,0.000%,0,0.000%
0500000US30109,"Wibaux County, Montana",1119,0,0.000%,3,0.268%,0,0.000%,0,0.000%,0,0.000%,3,0.268%
0500000US30111,"Yellowstone County, Montana",165524,10,0.006%,246,0.149%,158,0.095%,222,0.134%,115,0.069%,395,0.239%
0500000US31001,"Adams County, Nebraska",31143,4,0.013%,19,0.061%,12,0.039%,1,0.003%,9,0.029%,297,0.954%
0500000US31003,"Antelope County, Nebraska",6302,0,0.000%,2,0.032%,4,0.063%,0,0.000%,0,0.000%,0,0.000%
0500000US31005,"Arthur County, Nebraska",485,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31007,"Banner County, Nebraska",670,0,0.000%,0,0.000%,0,0.000%,0,0.000%,6,0.896%,0,0.000%
0500000US31009,"Blaine County, Nebraska",384,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31011,"Boone County, Nebraska",5397,0,0.000%,0,0.000%,5,0.093%,0,0.000%,9,0.167%,0,0.000%
0500000US31013,"Box Butte County, Nebraska",10778,14,0.130%,0,0.000%,58,0.538%,4,0.037%,0,0.000%,0,0.000%
0500000US31015,"Boyd County, Nebraska",1767,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31017,"Brown County, Nebraska",2691,0,0.000%,0,0.000%,1,0.037%,0,0.000%,0,0.000%,0,0.000%
0500000US31019,"Buffalo County, Nebraska",50103,41,0.082%,357,0.713%,1,0.002%,184,0.367%,82,0.164%,68,0.136%
0500000US31021,"Burt County, Nebraska",6717,2,0.030%,20,0.298%,0,0.000%,7,0.104%,0,0.000%,0,0.000%
0500000US31023,"Butler County, Nebraska",8373,0,0.000%,0,0.000%,6,0.072%,0,0.000%,0,0.000%,0,0.000%
0500000US31025,"Cass County, Nebraska",26749,0,0.000%,61,0.228%,6,0.022%,15,0.056%,27,0.101%,4,0.015%
0500000US31027,"Cedar County, Nebraska",8375,4,0.048%,0,0.000%,0,0.000%,6,0.072%,0,0.000%,0,0.000%
0500000US31029,"Chase County, Nebraska",3704,5,0.135%,5,0.135%,65,1.755%,0,0.000%,0,0.000%,0,0.000%
0500000US31031,"Cherry County, Nebraska",5473,0,0.000%,0,0.000%,0,0.000%,0,0.000%,26,0.475%,72,1.316%
0500000US31033,"Cheyenne County, Nebraska",9489,70,0.738%,0,0.000%,7,0.074%,10,0.105%,0,0.000%,0,0.000%
0500000US31035,"Clay County, Nebraska",6088,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31037,"Colfax County, Nebraska",10563,2,0.019%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31039,"Cuming County, Nebraska",9000,6,0.067%,0,0.000%,6,0.067%,0,0.000%,0,0.000%,0,0.000%
0500000US31041,"Custer County, Nebraska",10566,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.009%,0,0.000%
0500000US31043,"Dakota County, Nebraska",21308,31,0.145%,115,0.540%,40,0.188%,10,0.047%,3,0.014%,0,0.000%
0500000US31045,"Dawes County, Nebraska",8279,4,0.048%,24,0.290%,4,0.048%,0,0.000%,0,0.000%,0,0.000%
0500000US31047,"Dawson County, Nebraska",24037,0,0.000%,19,0.079%,104,0.433%,0,0.000%,16,0.067%,47,0.196%
0500000US31049,"Deuel County, Nebraska",1858,0,0.000%,0,0.000%,0,0.000%,4,0.215%,0,0.000%,0,0.000%
0500000US31051,"Dixon County, Nebraska",5579,0,0.000%,0,0.000%,6,0.108%,2,0.036%,0,0.000%,0,0.000%
0500000US31053,"Dodge County, Nebraska",37175,0,0.000%,25,0.067%,78,0.210%,4,0.011%,28,0.075%,0,0.000%
0500000US31055,"Douglas County, Nebraska",582638,5037,0.865%,2724,0.468%,1708,0.293%,587,0.101%,1392,0.239%,1800,0.309%
0500000US31057,"Dundy County, Nebraska",1825,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31059,"Fillmore County, Nebraska",5557,0,0.000%,0,0.000%,2,0.036%,0,0.000%,0,0.000%,0,0.000%
0500000US31061,"Franklin County, Nebraska",2901,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.034%,2,0.069%
0500000US31063,"Frontier County, Nebraska",2491,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31065,"Furnas County, Nebraska",4630,0,0.000%,4,0.086%,1,0.022%,0,0.000%,2,0.043%,0,0.000%
0500000US31067,"Gage County, Nebraska",21654,0,0.000%,63,0.291%,0,0.000%,21,0.097%,0,0.000%,0,0.000%
0500000US31069,"Garden County, Nebraska",1778,0,0.000%,0,0.000%,0,0.000%,3,0.169%,0,0.000%,0,0.000%
0500000US31071,"Garfield County, Nebraska",1833,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31073,"Gosper County, Nebraska",1873,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31075,"Grant County, Nebraska",649,2,0.308%,0,0.000%,2,0.308%,0,0.000%,1,0.154%,0,0.000%
0500000US31077,"Greeley County, Nebraska",2212,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31079,"Hall County, Nebraska",62575,19,0.030%,90,0.144%,38,0.061%,5,0.008%,9,0.014%,110,0.176%
0500000US31081,"Hamilton County, Nebraska",9400,0,0.000%,0,0.000%,0,0.000%,35,0.372%,0,0.000%,0,0.000%
0500000US31083,"Harlan County, Nebraska",3094,7,0.226%,0,0.000%,0,0.000%,28,0.905%,2,0.065%,0,0.000%
0500000US31085,"Hayes County, Nebraska",919,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31087,"Hitchcock County, Nebraska",2620,0,0.000%,0,0.000%,3,0.115%,0,0.000%,0,0.000%,0,0.000%
0500000US31089,"Holt County, Nebraska",10149,1,0.010%,22,0.217%,0,0.000%,0,0.000%,1,0.010%,0,0.000%
0500000US31091,"Hooker County, Nebraska",659,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31093,"Howard County, Nebraska",6476,6,0.093%,0,0.000%,0,0.000%,22,0.340%,0,0.000%,0,0.000%
0500000US31095,"Jefferson County, Nebraska",7185,0,0.000%,0,0.000%,0,0.000%,2,0.028%,0,0.000%,0,0.000%
0500000US31097,"Johnson County, Nebraska",5294,0,0.000%,0,0.000%,2,0.038%,0,0.000%,2,0.038%,0,0.000%
0500000US31099,"Kearney County, Nebraska",6655,0,0.000%,48,0.721%,2,0.030%,0,0.000%,0,0.000%,0,0.000%
0500000US31101,"Keith County, Nebraska",8303,0,0.000%,1,0.012%,13,0.157%,4,0.048%,14,0.169%,7,0.084%
0500000US31103,"Keya Paha County, Nebraska",987,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31105,"Kimball County, Nebraska",3395,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.029%,0,0.000%
0500000US31107,"Knox County, Nebraska",8415,2,0.024%,17,0.202%,7,0.083%,2,0.024%,11,0.131%,0,0.000%
0500000US31109,"Lancaster County, Nebraska",322063,2004,0.622%,1754,0.545%,695,0.216%,271,0.084%,500,0.155%,4371,1.357%
0500000US31111,"Lincoln County, Nebraska",34532,26,0.075%,10,0.029%,74,0.214%,71,0.206%,34,0.098%,39,0.113%
0500000US31113,"Logan County, Nebraska",839,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31115,"Loup County, Nebraska",629,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31117,"McPherson County, Nebraska",456,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31119,"Madison County, Nebraska",35538,13,0.037%,56,0.158%,57,0.160%,0,0.000%,86,0.242%,18,0.051%
0500000US31121,"Merrick County, Nebraska",7675,57,0.743%,37,0.482%,0,0.000%,4,0.052%,29,0.378%,0,0.000%
0500000US31123,"Morrill County, Nebraska",4562,16,0.351%,16,0.351%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31125,"Nance County, Nebraska",3366,5,0.149%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31127,"Nemaha County, Nebraska",7019,0,0.000%,0,0.000%,4,0.057%,0,0.000%,18,0.256%,0,0.000%
0500000US31129,"Nuckolls County, Nebraska",4092,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31131,"Otoe County, Nebraska",15995,0,0.000%,1,0.006%,9,0.056%,0,0.000%,10,0.063%,3,0.019%
0500000US31133,"Pawnee County, Nebraska",2553,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31135,"Perkins County, Nebraska",2860,0,0.000%,0,0.000%,0,0.000%,11,0.385%,0,0.000%,0,0.000%
0500000US31137,"Phelps County, Nebraska",8966,0,0.000%,0,0.000%,3,0.033%,0,0.000%,4,0.045%,0,0.000%
0500000US31139,"Pierce County, Nebraska",7301,0,0.000%,2,0.027%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31141,"Platte County, Nebraska",34219,0,0.000%,18,0.053%,67,0.196%,0,0.000%,30,0.088%,0,0.000%
0500000US31143,"Polk County, Nebraska",5182,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31145,"Red Willow County, Nebraska",10690,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31147,"Richardson County, Nebraska",7850,0,0.000%,0,0.000%,2,0.025%,0,0.000%,0,0.000%,0,0.000%
0500000US31149,"Rock County, Nebraska",1312,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31151,"Saline County, Nebraska",14275,0,0.000%,4,0.028%,10,0.070%,52,0.364%,0,0.000%,54,0.378%
0500000US31153,"Sarpy County, Nebraska",191272,514,0.269%,297,0.155%,1447,0.757%,280,0.146%,449,0.235%,857,0.448%
0500000US31155,"Saunders County, Nebraska",22374,7,0.031%,18,0.080%,15,0.067%,0,0.000%,0,0.000%,87,0.389%
0500000US31157,"Scotts Bluff County, Nebraska",36048,55,0.153%,49,0.136%,31,0.086%,47,0.130%,0,0.000%,8,0.022%
0500000US31159,"Seward County, Nebraska",17644,0,0.000%,42,0.238%,10,0.057%,2,0.011%,0,0.000%,6,0.034%
0500000US31161,"Sheridan County, Nebraska",5102,13,0.255%,0,0.000%,2,0.039%,1,0.020%,0,0.000%,24,0.470%
0500000US31163,"Sherman County, Nebraska",2970,0,0.000%,0,0.000%,0,0.000%,0,0.000%,9,0.303%,0,0.000%
0500000US31165,"Sioux County, Nebraska",1162,1,0.086%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31167,"Stanton County, Nebraska",5828,0,0.000%,0,0.000%,17,0.292%,8,0.137%,0,0.000%,0,0.000%
0500000US31169,"Thayer County, Nebraska",5006,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31171,"Thomas County, Nebraska",592,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US31173,"Thurston County, Nebraska",6716,0,0.000%,0,0.000%,9,0.134%,4,0.060%,0,0.000%,0,0.000%
0500000US31175,"Valley County, Nebraska",4053,4,0.099%,4,0.099%,0,0.000%,0,0.000%,0,0.000%,3,0.074%
0500000US31177,"Washington County, Nebraska",20884,0,0.000%,0,0.000%,0,0.000%,7,0.034%,0,0.000%,0,0.000%
0500000US31179,"Wayne County, Nebraska",9701,0,0.000%,6,0.062%,20,0.206%,0,0.000%,8,0.082%,0,0.000%
0500000US31181,"Webster County, Nebraska",3410,0,0.000%,0,0.000%,4,0.117%,0,0.000%,0,0.000%,0,0.000%
0500000US31183,"Wheeler County, Nebraska",771,0,0.000%,0,0.000%,1,0.130%,0,0.000%,0,0.000%,0,0.000%
0500000US31185,"York County, Nebraska",14212,23,0.162%,10,0.070%,52,0.366%,0,0.000%,0,0.000%,8,0.056%
0500000US32001,"Churchill County, Nevada",25409,0,0.000%,2,0.008%,574,2.259%,57,0.224%,0,0.000%,62,0.244%
0500000US32003,"Clark County, Nevada",2265926,12557,0.554%,37847,1.670%,120455,5.316%,10243,0.452%,11817,0.522%,12445,0.549%
0500000US32005,"Douglas County, Nevada",49476,13,0.026%,240,0.485%,447,0.903%,75,0.152%,120,0.243%,52,0.105%
0500000US32007,"Elko County, Nevada",53600,30,0.056%,80,0.149%,145,0.271%,32,0.060%,35,0.065%,161,0.300%
0500000US32009,"Esmeralda County, Nevada",980,0,0.000%,0,0.000%,19,1.939%,0,0.000%,0,0.000%,0,0.000%
0500000US32011,"Eureka County, Nevada",1622,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,9,0.555%
0500000US32013,"Humboldt County, Nevada",17266,0,0.000%,2,0.012%,229,1.326%,0,0.000%,12,0.070%,0,0.000%
0500000US32015,"Lander County, Nevada",5728,4,0.070%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US32017,"Lincoln County, Nevada",4507,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US32019,"Lyon County, Nevada",59435,13,0.022%,284,0.478%,298,0.501%,121,0.204%,91,0.153%,19,0.032%
0500000US32021,"Mineral County, Nevada",4568,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US32023,"Nye County, Nevada",51698,51,0.099%,106,0.205%,314,0.607%,22,0.043%,136,0.263%,0,0.000%
0500000US32027,"Pershing County, Nevada",6587,0,0.000%,48,0.729%,49,0.744%,0,0.000%,0,0.000%,0,0.000%
0500000US32029,"Storey County, Nevada",4095,14,0.342%,0,0.000%,31,0.757%,0,0.000%,0,0.000%,0,0.000%
0500000US32031,"Washoe County, Nevada",486674,4141,0.851%,3339,0.686%,11934,2.452%,1300,0.267%,1079,0.222%,1520,0.312%
0500000US32033,"White Pine County, Nevada",8997,0,0.000%,23,0.256%,23,0.256%,0,0.000%,11,0.122%,0,0.000%
0500000US32510,"Carson City, Nevada",58249,40,0.069%,136,0.233%,692,1.188%,120,0.206%,52,0.089%,379,0.651%
0500000US33001,"Belknap County, New Hampshire",63914,329,0.515%,97,0.152%,130,0.203%,0,0.000%,57,0.089%,36,0.056%
0500000US33003,"Carroll County, New Hampshire",50679,217,0.428%,90,0.178%,19,0.037%,18,0.036%,20,0.039%,20,0.039%
0500000US33005,"Cheshire County, New Hampshire",76610,78,0.102%,227,0.296%,59,0.077%,28,0.037%,61,0.080%,0,0.000%
0500000US33007,"Coos County, New Hampshire",31430,17,0.054%,29,0.092%,2,0.006%,25,0.080%,41,0.130%,9,0.029%
0500000US33009,"Grafton County, New Hampshire",90836,577,0.635%,1134,1.248%,128,0.141%,118,0.130%,279,0.307%,183,0.201%
0500000US33011,"Hillsborough County, New Hampshire",422733,6055,1.432%,2241,0.530%,1209,0.286%,298,0.070%,1072,0.254%,1816,0.430%
0500000US33013,"Merrimack County, New Hampshire",153918,389,0.253%,646,0.420%,411,0.267%,145,0.094%,201,0.131%,261,0.170%
0500000US33015,"Rockingham County, New Hampshire",315169,1884,0.598%,1751,0.556%,852,0.270%,141,0.045%,742,0.235%,263,0.083%
0500000US33017,"Strafford County, New Hampshire",130965,1055,0.806%,696,0.531%,382,0.292%,146,0.111%,244,0.186%,528,0.403%
0500000US33019,"Sullivan County, New Hampshire",43356,0,0.000%,190,0.438%,22,0.051%,0,0.000%,40,0.092%,44,0.101%
0500000US34001,"Atlantic County, New Jersey",274339,6819,2.486%,4055,1.478%,3442,1.255%,297,0.108%,1286,0.469%,2492,0.908%
0500000US34003,"Bergen County, New Jersey",953243,32511,3.411%,21912,2.299%,24582,2.579%,5192,0.545%,61857,6.489%,983,0.103%
0500000US34005,"Burlington County, New Jersey",461853,12773,2.766%,3035,0.657%,2453,0.531%,429,0.093%,2207,0.478%,1000,0.217%
0500000US34007,"Camden County, New Jersey",522581,8376,1.603%,6270,1.200%,5143,0.984%,390,0.075%,2292,0.439%,4614,0.883%
0500000US34009,"Cape May County, New Jersey",95456,100,0.105%,107,0.112%,214,0.224%,28,0.029%,31,0.032%,79,0.083%
0500000US34011,"Cumberland County, New Jersey",153588,1219,0.794%,188,0.122%,351,0.229%,129,0.084%,254,0.165%,0,0.000%
0500000US34013,"Essex County, New Jersey",853374,18444,2.161%,11996,1.406%,8591,1.007%,647,0.076%,3120,0.366%,816,0.096%
0500000US34015,"Gloucester County, New Jersey",302621,3050,1.008%,1482,0.490%,1861,0.615%,247,0.082%,776,0.256%,744,0.246%
0500000US34017,"Hudson County, New Jersey",712029,51905,7.290%,20629,2.897%,21535,3.024%,1623,0.228%,5329,0.748%,2536,0.356%
0500000US34019,"Hunterdon County, New Jersey",129099,2748,2.129%,1056,0.818%,684,0.530%,64,0.050%,256,0.198%,96,0.074%
0500000US34021,"Mercer County, New Jersey",383732,26750,6.971%,9365,2.441%,2673,0.697%,709,0.185%,2843,0.741%,450,0.117%
0500000US34023,"Middlesex County, New Jersey",860147,142543,16.572%,27831,3.236%,14715,1.711%,857,0.100%,6238,0.725%,2444,0.284%
0500000US34025,"Monmouth County, New Jersey",643064,12248,1.905%,10405,1.618%,4289,0.667%,331,0.051%,2291,0.356%,920,0.143%
0500000US34027,"Morris County, New Jersey",508816,28889,5.678%,12920,2.539%,4270,0.839%,426,0.084%,2901,0.570%,1297,0.255%
0500000US34029,"Ocean County, New Jersey",638691,1666,0.261%,2197,0.344%,4785,0.749%,267,0.042%,850,0.133%,558,0.087%
0500000US34031,"Passaic County, New Jersey",519986,12348,2.375%,2323,0.447%,5138,0.988%,414,0.080%,1844,0.355%,139,0.027%
0500000US34033,"Salem County, New Jersey",64840,155,0.239%,82,0.126%,193,0.298%,49,0.076%,62,0.096%,36,0.056%
0500000US34035,"Somerset County, New Jersey",344978,35940,10.418%,15972,4.630%,5447,1.579%,685,0.199%,1930,0.559%,1016,0.295%
0500000US34037,"Sussex County, New Jersey",144808,896,0.619%,437,0.302%,497,0.343%,94,0.065%,181,0.125%,118,0.081%
0500000US34039,"Union County, New Jersey",572079,11519,2.014%,7798,1.363%,7128,1.246%,352,0.062%,1662,0.291%,1073,0.188%
0500000US34041,"Warren County, New Jersey",109739,726,0.662%,563,0.513%,797,0.726%,33,0.030%,270,0.246%,267,0.243%
0500000US35001,"Bernalillo County, New Mexico",674692,2980,0.442%,3595,0.533%,3404,0.505%,716,0.106%,953,0.141%,4262,0.632%
0500000US35003,"Catron County, New Mexico",3635,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35005,"Chaves County, New Mexico",64701,86,0.133%,43,0.066%,314,0.485%,44,0.068%,43,0.066%,132,0.204%
0500000US35006,"Cibola County, New Mexico",27211,0,0.000%,1,0.004%,20,0.073%,5,0.018%,0,0.000%,44,0.162%
0500000US35007,"Colfax County, New Mexico",12370,70,0.566%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35009,"Curry County, New Mexico",48327,52,0.108%,0,0.000%,245,0.507%,31,0.064%,32,0.066%,136,0.281%
0500000US35011,"De Baca County, New Mexico",1695,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35013,"Doña Ana County, New Mexico",219870,384,0.175%,386,0.176%,751,0.342%,262,0.119%,274,0.125%,93,0.042%
0500000US35015,"Eddy County, New Mexico",61264,73,0.119%,13,0.021%,228,0.372%,4,0.007%,43,0.070%,16,0.026%
0500000US35017,"Grant County, New Mexico",28006,10,0.036%,3,0.011%,77,0.275%,27,0.096%,10,0.036%,0,0.000%
0500000US35019,"Guadalupe County, New Mexico",4413,4,0.091%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35021,"Harding County, New Mexico",671,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35023,"Hidalgo County, New Mexico",4160,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35025,"Lea County, New Mexico",73103,55,0.075%,6,0.008%,137,0.187%,5,0.007%,0,0.000%,4,0.005%
0500000US35027,"Lincoln County, New Mexico",20222,0,0.000%,0,0.000%,0,0.000%,15,0.074%,19,0.094%,0,0.000%
0500000US35028,"Los Alamos County, New Mexico",19253,138,0.717%,600,3.116%,92,0.478%,16,0.083%,93,0.483%,11,0.057%
0500000US35029,"Luna County, New Mexico",25393,4,0.016%,0,0.000%,181,0.713%,0,0.000%,119,0.469%,0,0.000%
0500000US35031,"McKinley County, New Mexico",72073,52,0.072%,0,0.000%,611,0.848%,0,0.000%,87,0.121%,13,0.018%
0500000US35033,"Mora County, New Mexico",4208,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US35035,"Otero County, New Mexico",67850,0,0.000%,71,0.105%,441,0.650%,36,0.053%,55,0.081%,79,0.116%
0500000US35037,"Quay County, New Mexico",8641,0,0.000%,0,0.000%,50,0.579%,0,0.000%,0,0.000%,0,0.000%
0500000US35039,"Rio Arriba County, New Mexico",40285,0,0.000%,10,0.025%,100,0.248%,0,0.000%,0,0.000%,107,0.266%
